Acres2009,XericRatio,ufa_predv,medi08to14,mean08to14,medi96to02,mean96to02,ddnmn96t02,ddnmd96t02,ddnmn08t14,ddnmd08t14,sasmd08t14,sasmn08t14,ufamd08t14,ufamx08t14,sasddnmd16,sasddnmx16,ufaddnmd16,ufaddnmx16,ufamd97t98,ufamn97t98,ufapotmd15,ufapotmn15,ufmndiff15,ufmeddif15,ufmddf9798,ufmndf9798,ufmddf1402,ufmddf1597,whasorno16
2.39601828,0,50,52.7242012,52.47160339,43.85543823,43.84240341,-6.487409115,-6.478969574,2.258987904,2.510923386,0.859893024,1.789283037,2.799810886,8.383795738,0.563602984,0.770950973,1.59206903,6.300699234,45.11549377,44.93342209,53.63105774,53.98428726,3.770931959,3.408857346,-5.214292526,-5.395199776,8.868764877,8.623149872,1
15.67528933,0.146245,38.5603981,39.00538635,38.63394165,37.28018951,37.44054794,-0.379400432,-0.53976059,0.813993096,1.185436249,0.243266001,0.540553987,0.345824987,0.727669001,0.451514006,0.606163025,0.644542992,1.081936002,38.26973724,38.1702919,39.8151207,39.93201065,2.112059355,1.995170593,0.449785233,0.350341797,1.725196838,1.545385361,1
5.025403085,0,22.91815376,22.79142189,22.70371437,20.3067131,20.02229309,-3.254829645,-3.003376961,-0.834930301,-0.781419754,0.804153025,1.496384025,3.797801018,7.877727985,0.557416022,0.67226702,2.274349928,6.891878128,20.71651077,20.6914978,23.46067238,23.71900749,0.130515888,-0.146760941,-2.612700462,-2.643039942,2.484708786,2.465939522,1
32.36345831,0.160221,37.1108284,33.59289551,33.1146431,28.95248795,28.88700676,-8.508886337,-8.445884705,-4.300395012,-3.806480408,1.325997949,2.538898945,2.267752886,3.389070988,1.006088972,1.33594799,1.632877946,2.473792076,29.65727615,29.97470093,34.74136353,34.92905045,-2.463359833,-2.649044037,-7.738609314,-7.412794113,4.640405655,5.089565277,1
6.247068678,0.166044,27.48549271,25.51620293,25.40225029,23.45069504,23.28148079,-2.894477129,-2.820121765,-0.941632271,-0.749837875,1.190320015,1.909472942,5.614923954,8.936766624,0.598312974,0.67792201,1.918804049,4.872317791,24.07598114,24.22231293,26.55858231,26.97560501,0.78404218,0.419539452,-2.091179848,-1.973320127,2.065508842,2.510719299,1
0.370006221,0.529295,70,71.49940491,71.57279968,70.79763031,70.55532074,0.555323541,0.79763031,1.572802305,1.499408722,0.783913016,1.034237981,1.030936003,1.33395803,0.801917017,0.870078027,1.027549982,1.158458948,72.79318237,72.46852875,74.28190613,74.45743561,4.457433701,4.281906128,2.793186188,2.468526125,0.701778412,1.48871994,1
32.61100821,0,43.55404663,40.65798187,40.36658096,37.01361084,36.90086746,-6.031095982,-5.836351395,-2.24788475,-2.085084915,0.078180999,0.243356004,2.0026021,4.438951969,0.063187003,0.098053999,1.507390022,3.295043945,37.12170029,37.25339508,40.41034317,40.28336334,-2.072763681,-2.042163849,-5.790145874,-5.686821461,3.644371033,3.747982025,1
7.598816711,0.189114,29.75721741,28.94282913,28.48845863,24.51387215,24.2401619,-5.285895348,-5.005272865,-1.060366035,-0.6077528,0.538465977,0.916275978,3.128307104,5.654483795,0.616530001,0.639940977,3.824428082,4.965851784,24.99502563,25.07608032,29.31698608,29.57461739,0.001309554,-0.27184391,-4.525435448,-4.431624413,4.428956032,4.253591537,1
32.66918761,0.057025,43.7130394,42.08644485,41.7345314,39.10585785,39.21468353,-5.567277431,-5.676103592,-3.047428131,-2.695514679,0.122763,0.28372401,0.468407005,1.271615982,0.253297001,0.327746987,1.244521976,2.473906994,39.92487717,40.13025665,42.89444733,42.93763351,-1.844325662,-1.887512207,-4.857082367,-4.651701927,2.980588913,2.96957016,1
6.513523293,0,41.52412796,37.05567169,36.68655014,32.00574112,31.70326424,-9.601904869,-9.310626984,-4.608773708,-4.240123749,2.41656208,5.163229942,2.783590078,7.770499229,2.810178995,3.386162996,2.400405884,7.168015957,32.38565826,32.61066437,38.08022308,38.08956146,-3.167017221,-3.180763245,-8.932624817,-8.682453156,5.049927711,5.751861572,0
1.754745172,1,50.5948143,57.22057724,56.87963104,54.69641113,54.7244072,4.449806213,4.455883026,6.475022793,6.843854904,0.496304989,0.876192987,0.883602023,1.600533009,0.414317995,0.436428994,0.652813971,0.896728992,57.10699463,56.89031601,59.14531326,59.25323105,8.796125412,8.689052582,6.718345642,6.539535999,2.524168015,1.97070694,1
29.59813303,0.273988,71.47928619,69.27190399,69.65460968,68.8494873,68.61573029,-3.159719467,-2.90417099,-2.061494112,-2.463527679,0.736961007,0.870718002,2.578356028,3.412734985,0.802690029,0.838135004,2.704330921,3.340945005,71.73143005,70.86768341,73.70658875,73.78969574,2.128540039,2.029560089,-0.004047394,-0.888338089,0.422416687,2.033607483,0
2.103619173,0.898569,76.17376709,69.81539917,70.18582916,69.14289093,68.61257172,-7.459297657,-7.012260437,-5.87749815,-6.286418915,0.647931993,0.789246023,3.955626965,5.543602943,0.724179983,0.747014999,4.495216846,5.692758083,72.04454041,71.36563873,75.98387146,75.82712555,-0.34942627,-0.189533234,-4.008594513,-4.717423439,0.67250824,3.819061279,1
2.749227088,0,36.59477997,30.44031525,30.14866638,29.47337723,29.09451103,-7.307224274,-6.907739639,-6.223527908,-5.942193985,0.311141998,0.590992987,1.45954299,4.599333763,0.344724,0.427331001,0.971125007,2.869997025,30.96934319,30.3316288,31.75107193,31.68718338,-4.642328739,-4.543121338,-5.336081505,-6.010018349,0.966936111,0.792960167,1
3.954939897,0,36.93481445,30.45611954,30.1591053,29.47941971,29.11718369,-7.608496189,-7.244685173,-6.562817097,-6.269993782,0.311141998,0.590992987,1.45954299,4.599333763,0.344724,0.427331001,0.971125007,2.869997025,30.95984268,30.33993149,31.74280167,31.68395042,-4.992800236,-4.959719658,-5.75656414,-6.376520157,0.976699829,0.796844482,1
7.678509734,0.220507,14.35415173,17.53329086,17.34858894,13.81412697,13.55813122,-0.874851704,-0.630313873,2.763988495,2.936308861,1.425685048,1.798658967,3.290822029,5.065083981,1.23784101,1.381345034,3.286752939,4.096841812,14.32685661,14.30010509,18.36705208,18.33737183,3.731439352,3.749882698,-0.117923737,-0.154594943,3.719163418,3.867806435,1
16.46508612,0.126331,59.72746277,55.38095474,55.16273117,54.1080246,54.10119629,-6.304902077,-6.256917953,-5.310792446,-5.107370377,0.613583028,1.378280044,0.746133983,1.539978981,0.495635003,0.640895009,0.642849982,0.950465977,54.78666687,54.73845291,56.70027924,56.58560562,-3.898652315,-3.835151672,-5.648139954,-5.720733166,1.272932053,1.812988281,1
2.015965142,0.665019,59.1472435,64.08386993,63.77169418,61.4304924,61.31911469,2.092161655,2.231750488,4.547281742,4.88212204,0.710627973,1.502172947,1.059996009,2.317425966,0.450309992,0.671944022,0.72972101,1.623960018,61.59965897,61.77078629,64.97148132,65.01925659,5.757890701,5.70847702,2.348861694,2.516218662,2.653377533,3.359615326,1
3.311717992,0.060619,44.51099396,43.17731857,42.76570511,40.73155212,40.87155151,-3.388505936,-3.513238907,-1.505636454,-1.097631454,0.180366993,0.428642988,0.371665001,1.145815969,0.366326004,0.512826025,1.112723947,2.329556942,41.44820404,41.71847153,43.79221344,43.8533287,-0.433708817,-0.493585587,-2.820674896,-2.541961908,2.445768356,2.32708931,0
2.35345368,0,44.1110878,47.25146484,46.72288132,41.40837097,41.04748917,-3.9054842,-3.530538559,1.908891559,2.473503113,0.546150982,1.250455022,2.616031885,5.448751926,0.369691998,0.479956001,1.37174201,3.89704299,43.19006348,43.16550827,47.72633743,48.12981796,3.296693087,2.878448486,-1.802677155,-1.796852946,5.843091965,4.681125641,1
5.241747119,0.460163,70.6713562,73.08985138,73.20172119,72.5899353,72.37635803,1.767324805,1.985553741,2.607144833,2.524848938,0.870254993,1.06606102,1.162631989,1.479241014,0.918008983,0.96747601,1.223137975,1.350937963,74.65138245,74.30027008,76.06175232,76.141922,5.466650009,5.389823914,3.97631073,3.663407326,0.499919891,1.413513184,1
12.94107035,0.377336,45.78894424,46.8529129,46.38547897,39.31127167,39.21865845,-6.458059311,-6.374416351,0.799758673,1.3295784,0.249693006,0.551117003,2.587086916,7.315131187,0.155108005,0.207402006,1.529708028,5.054233074,39.92206573,40.16313171,46.92972565,47.31265259,1.69954145,1.311794281,-5.725568771,-5.533292294,7.541641235,7.037363052,1
1493.490797,0.046163,74.23696136,69.83387756,69.95236969,65.77040863,65.51611328,-8.467520714,-8.218013763,-4.125569344,-4.229717255,3.195641994,4.266672134,3.943821907,5.316131115,3.57210803,4.276531219,4.378118038,5.359892845,69.83334351,68.26334381,73.42484283,73.14893341,-0.864551544,-0.58770752,-4.084983826,-5.719833374,4.063468933,3.497276306,0
1.33261415,0,46.17564011,41.75950241,41.42495346,40.858078,40.71042252,-4.262376785,-4.057853699,-3.700767994,-3.237941742,0.48712799,0.740145028,4.935744762,10.12819672,0.41979,0.506210029,4.347224236,6.3085742,41.69628906,41.5856514,45.22702026,45.24659729,-0.078130089,-0.138935089,-3.286836624,-3.368958473,0.901424408,3.147901535,1
69.85118849,0,48.21410751,49.12282944,48.58384323,39.10011292,39.06534576,-9.213285446,-9.173650742,0.281189501,0.812648773,0.157164007,0.354092002,2.961611986,8.926968575,0.101594001,0.130115002,1.715455055,6.323020935,39.85949326,40.1867981,49.37689209,49.93173599,1.639639258,1.056005478,-8.449401855,-8.078918457,10.02271843,9.505407333,1
4.183746565,0.393923,64.84312439,58.72911072,60.14070892,58.71379852,59.15634537,-5.614849091,-6.010829926,-4.70254612,-6.170265198,2.457565069,3.164443016,2.573771,3.412646055,2.565365076,2.66545701,2.654280901,3.010632992,65.71303558,63.62030411,68.63661194,68.89271545,3.99433589,3.758182526,1.015171051,-1.196415782,0.015310287,2.743011475,0
1.156988429,0,77.76145935,73.29238892,73.47637177,70.65132141,70.06842804,-8.16690731,-7.616596222,-4.730649948,-4.957912445,3.459495068,4.587397099,4.105860233,5.556698799,3.890853882,4.577215195,4.606383801,5.693880081,74.47709656,72.82246399,77.74758148,77.51576233,-0.652401626,-0.42514801,-3.787269592,-5.404018879,2.641067505,3.362121582,0
0.396143264,0,35.29710388,30.23755836,30.00448799,29.38045502,28.89812088,-6.356989861,-5.890418053,-5.262677193,-5.026981354,0.394816011,0.737206995,1.560433984,5.074810982,0.406464994,0.516121984,0.972645998,3.042377949,31.00003242,30.25430489,31.66211319,31.54442215,-3.746468544,-3.636675835,-4.289121628,-5.022081375,0.857102394,0.652445793,1
4.508039666,0,54.07379532,48.95630264,48.79032135,47.07087326,46.9849205,-6.691606998,-6.613677979,-4.952196121,-4.790315628,0.113912001,0.282786995,0.611431003,1.056043029,0.159097999,0.257429987,0.682542026,1.300119996,47.58557129,47.46290207,50.72299194,50.60875702,-3.13539052,-3.01023674,-6.077157974,-6.214190006,1.885429382,3.066921234,1
7.937996087,0.070286,45.66075897,46.95889282,46.24892426,39.08218384,38.74547577,-7.54927063,-7.212560654,-0.045820463,0.664148331,3.870471954,10.51580238,3.206244946,11.38717842,2.21843791,4.802887917,1.79300797,11.32724285,40.49716949,40.75837708,47.135952,47.64561844,1.35087359,0.841205597,-5.797578812,-5.536368847,7.876708984,6.638784409,0
8.413426658,0,36.35606766,31.11779404,30.8285923,30.50746155,29.95874786,-6.397319794,-5.84860611,-5.52747488,-5.238273621,1.406826973,2.574091911,5.466031075,20.86057854,1.412273049,2.109766006,2.658536911,14.30666637,32.32263947,31.43540955,33.13747406,32.80294418,-3.553123713,-3.218595505,-4.033430099,-4.920657158,0.610332489,0.814834595,1
2.45406202,0,40.0907135,37.13883209,36.69394684,30.3454628,29.95722389,-10.19800282,-9.814299583,-3.437843323,-3.00728035,0.323417008,0.725683987,4.469560146,8.097658157,0.352874994,0.414460987,4.685286045,7.278786182,31.257164,31.16698456,36.58416748,36.43243408,-3.703411341,-3.559080124,-8.894729614,-8.979985237,6.793369293,5.33564949,1
3.265717935,0,39.836689,35.59870148,35.23428726,29.29227257,28.82061768,-11.40780067,-11.00488853,-4.625668526,-4.163444519,0.515905023,1.113713026,4.492085934,8.179389954,0.593074024,0.643185973,4.746818066,7.405707836,29.96308899,29.92193604,34.89446259,34.87514877,-4.95472765,-4.918495178,-10.06745529,-10.19336891,6.306427002,5.148960114,0
74.50253345,0.150094,65.14844513,72.5725708,72.30509949,71.50416565,71.50672913,6.061980248,6.056015015,6.86006546,7.10439682,0.235318005,0.324236989,0.26573199,0.356943011,0.266829997,0.285178006,0.28768599,0.29687801,72.47251129,72.69837952,73.41845703,73.46465302,8.009068489,7.966911316,7.025062561,7.246536732,1.068408966,0.941848755,1
3.643111467,0.217052,20.44566345,20.96110535,20.64803696,14.07038307,13.66733742,-6.835937977,-6.434301376,0.076493368,0.382419586,7.106107235,10.09140873,7.199326992,11.97613907,6.387723923,7.798731804,7.101877213,9.260487556,14.9944725,15.13073158,22.26047897,22.24650192,1.651535392,1.667989731,-5.507581234,-5.390530109,6.890723228,7.175570965,0
0.891038027,0,48.19603729,44.11129761,43.86389542,40.11125565,40.06650162,-8.318998337,-8.261440277,-4.557770252,-4.31127739,0.120555997,0.28816399,1.537942052,3.099603891,0.137851,0.235777006,1.706853032,3.763691902,40.5243988,40.4359169,45.30512238,45.18587494,-3.216449022,-3.095376968,-7.853122711,-7.949526787,4.000043869,4.757745743,1
1.342496952,0.305051,28.91283417,26.29919052,26.25626946,23.57100487,23.41220856,-5.50062561,-5.3418293,-2.656563997,-2.613643646,1.227226973,1.893828034,5.376338959,8.632281303,0.661828995,0.735602021,2.012682915,4.446175098,24.44257545,24.53108597,27.4486084,27.98437309,-0.928460896,-1.464224815,-4.470258713,-4.381747723,2.728185654,3.006033897,1
8.964088026,0.196013,43.56550217,40.92179108,40.44608688,36.93859863,36.94361496,-7.199460506,-7.188392639,-3.728285074,-3.291788101,0.204852,0.495240986,0.777975023,1.290506005,0.308887005,0.363721997,1.068200946,1.366042018,37.64906311,37.91103745,41.78079224,41.81251144,-2.440195322,-2.468854904,-6.590293884,-6.248013496,3.983194351,4.12143898,1
27.42478838,0.038259,30,34.52207184,34.30037689,31.27903748,30.87519264,0.499183834,0.887683868,3.982046127,4.195796967,1.79411304,2.32426405,4.432250977,7.352324963,1.551692009,1.684077978,4.318402767,4.963620186,31.63643074,31.74302483,35.51270676,35.50144196,5.190528393,5.208995819,1.258761406,1.381204605,3.243035316,3.950234413,0
12.80716685,0.051268,69.74224854,75.38694763,75.12511444,74.4263382,74.16427612,4.33234024,4.584884644,5.307127476,5.5779953,0.234800994,0.309783995,0.368517995,0.470257014,0.259386986,0.280075997,0.389301002,0.407615006,75.47410584,75.42162323,76.27296448,76.3429718,6.54763031,6.482204437,5.649517059,5.610741138,0.960605621,0.832687378,1
6.838114777,0.169837,58.10536957,64.36724091,63.9480629,61.5984726,61.42391205,3.298404455,3.459358215,5.864999294,6.308864594,1.014938951,2.023003101,1.148995996,2.473045111,0.667572021,0.927456975,0.79814899,1.755247951,61.77459717,61.78623962,65.21482849,65.17089844,7.058380604,7.11416626,3.582929611,3.646884441,2.768770218,3.531236649,1
2.435626597,0,71.80709839,61.95393372,62.74562836,57.47888184,56.68819046,-15.50714302,-14.63775063,-9.380486488,-10.09443665,1.926903963,2.273288012,7.162721157,11.8963604,2.13685894,2.199397087,8.391171455,11.96552753,60.01778412,59.43234634,67.26617432,67.17166138,-5.203533173,-5.177120209,-12.13510132,-12.81784439,4.47505188,6.95798111,0
12.84901433,0,70.21530914,57.12536621,57.09493256,52.65239334,52.03546524,-18.52250099,-17.91830826,-13.26640606,-13.25868607,1.824790001,2.803705931,7.123551846,12.15679359,1.925596952,2.592024088,7.703717232,10.92128181,53.88644409,54.46824265,60.0749054,60.11726761,-10.2405653,-10.27457619,-16.6515789,-16.07184982,4.472974777,6.377002716,0
158.9976557,0.491544,70.16849518,59.68226624,59.44633484,56.79070282,56.93505096,-13.19650269,-13.34230423,-10.70760345,-10.45823288,1.088739038,1.439141035,6.449483871,10.54827976,1.11590302,1.274590969,6.537055016,9.697266579,57.95558167,58.97768402,61.36158752,61.41582489,-8.758734703,-8.822519302,-12.18070984,-11.1565361,2.891559601,3.358190537,1
1.187497978,0,69.95626068,54.84358978,54.80545807,48.72526932,48.14052582,-21.29313087,-20.63532448,-14.95277977,-14.91241837,2.743130922,3.745620966,10.80117512,19.19859505,2.898581028,3.427000046,11.15071392,16.88752556,49.63467026,50.65005875,57.47970963,57.49104309,-12.17913342,-12.19417572,-19.60848427,-18.70332336,6.118322372,7.414308548,0
3.052753289,0.795523,61.57949066,56.78771973,58.36658859,56.87290192,57.47951126,-5.169818878,-5.752323151,-4.357418537,-5.934949875,2.178100109,2.709249973,2.642569065,3.521492958,2.233432055,2.304510117,2.735609055,3.115624905,63.80810928,62.09275055,67.17787933,67.45343781,4.87518692,4.596065521,1.1372509,-0.480920166,-0.08518219,3.458814621,0
1.709166844,0.298764,51.00143051,58.1667099,57.65439987,54.07886505,53.97943115,2.508307457,2.614297867,6.40271616,6.906383514,1.208646059,2.518249035,1.814236999,4.319879055,0.815387011,1.083029032,1.091506958,3.093981028,55.7097168,55.35407639,59.14556885,59.29023361,8.040730476,7.861858368,4.304603577,3.942519188,4.087841034,3.557254791,1
